"Артикул";"Ozon Product ID";"FBO OZON SKU ID";"FBS OZON SKU ID";"Barcode";"Наименование товара";"Контент-рейтинг";"Бренд";"Статус товара";"Видимость FBO";"Причины скрытия FBO (при наличии)";"Видимость FBS";"Причины скрытия FBS (при наличии)";"Дата создания";"Коммерческая категория";"Объем товара, л";"Объемный вес, кг";"Доступно на складе Ozon, шт";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно на моих складах, шт";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, руб.";"Цена до скидки (перечеркнутая цена), руб.";"Цена Premium, руб.";"Рыночная цена, руб.";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"p68321";"360459443";"705407953";"705407952";"2041500311621";"Светодиодная лампа E27 BULB Series, 100Lm / 20W";"22.5";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-09-08 09:26:42";"Лампочка светодиодная";"'2.25";"'0.5";"0";"0";"0";"0";"0";"399.00";"540.00";;;;"0%"
"p6862";"360459757";"704898426";"704898428";"2041501726622";"Кожаный чехол Leather Case для iPhone XS Max, красный";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 09:27:27";"Чехол для смартфона";"'0.12";"'0.1";"0";"0";"0";"2";"0";"2352.00";"3528.00";;;;"0%"
"p68123";"360460003";"704936892";"704936891";"2041502199623";"Кожаный чехол Leather Case для iPhone XS Max, коричневый";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 09:28:20";"Чехол для смартфона";"'0.12";"'0.1";"0";"0";"0";"3";"0";"2856.00";"4284.00";;;;"0%"
"p32313";"360460351";"704899772";"704899773";"2041503085628";"Кожаный чехол Leather Case для iPhone 11 Pro Max, красный";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 09:28:33";"Чехол для смартфона";"'0.12";"'0.1";"0";"0";"0";"2";"0";"2352.00";"3528.00";;;;"0%"
"kkkp6866";"360531931";"708635693";"708635694";"2041502367626";"Переходник зарядки на Type-C 100 Вт с DC3.0-1.1mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 10:42:09";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"13";"0";"740.00";"1111.00";;;;"0%"
"kkkp6842";"360532317";"705158680";"705158679";"2041505421622";"Расческа автоматическая для вычесывания шерсти кошек и собак, серый";"37.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 10:42:44";"Расческа для животных";"'1.00";"'0.2";"0";"0";"0";"161";"0";"680.00";"1020.00";;;;"0%"
"kkkp6872";"360533547";"705048083";"705048082";"2041505945623";"Переходник зарядки на Type-C 100 Вт с DC5.5-2.5mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 10:45:35";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"55";"0";"740.00";"1111.00";;;;"0%"
"kkkp6873";"360533723";"705043598";"705043597";"2041506479622";"Переходник зарядки на Type-C 100 Вт с DC4.0-3.0mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 10:45:59";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"19";"0";"740.00";"1111.00";;;;"0%"
"kkkp6874";"360534013";"705048134";"705048135";"2041506794626";"Переходник зарядки на Type-C 100 Вт с DC4.0-1.7mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-09-08 10:46:43";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"0";"0";"740.00";"1111.00";;;;"0%"
"kkkp6877";"360537830";"705051638";"705051637";"2041506949620";"Переходник зарядки на Type-C 100 Вт с DC5.5-2.1mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 10:56:02";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"19";"0";"740.00";"1111.00";;;;"0%"
"p6881";"360538068";"705052078";"705052079";"2041507161625";"Аудио разветвитель AUX на 2 AUX для наушников адаптер Jack 3.5 мм";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 10:56:47";"Видео кабели и переходники";"'0.12";"'0.1";"0";"0";"0";"36";"0";"357.00";"525.00";;;;"0%"
"kkkp6884";"360540955";"705068145";"705068144";"2041507944624";"Переходник зарядки на Type-C 100 Вт с DC3.5-1.35mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:04:26";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"21";"0";"740.00";"1111.00";;;;"0%"
"kkkp6885";"360541493";"705395994";"705395995";"2041508716626";"Переходник зарядки на Type-C 100 Вт с DC3.0-2.5mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:05:27";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"12";"0";"740.00";"1111.00";;;;"0%"
"kkkp6886";"360541996";"705430153";"705430152";"2041511316622";"Переходник зарядки на Type-C 100 Вт  для ноутбуков Lenovo (разъем прямоугольный)";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:06:33";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"35";"0";"562.00";"820.00";;;;"0%"
"kkkp6887";"360543215";"705131457";"705131456";"2041511413628";"Переходник зарядки на Type-C 100 Вт с DC7.4-5.0mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:08:50";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"54";"0";"740.00";"1111.00";;;;"0%"
"kkkp6888";"360543455";"705068033";"705068032";"2041511679628";"Переходник зарядки на Type-C 100 Вт с DC3.5-2.5mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:09:15";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"24";"0";"740.00";"1111.00";;;;"0%"
"kkkp6889";"360543749";"705104435";"705104434";"2041512052628";"Переходник зарядки на Type-C 100 Вт с DC5.5-3.5mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:09:48";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"21";"0";"740.00";"1111.00";;;;"0%"
"kkkp6890";"360544241";"705078484";"705078485";"2041512269620";"Переходник зарядки на Type-C 100 Вт с DC4.0-1.35mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:10:20";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"22";"0";"740.00";"1111.00";;;;"0%"
"kkkp6891";"360544307";"705084574";"705084575";"2041512449626";"Переходник зарядки на Type-C 100 Вт с DC2.0-7.0mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:10:41";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"27";"0";"740.00";"1111.00";;;;"0%"
"kkkp6892";"360544582";"705080577";"705080576";"2041512650626";"Переходник зарядки на Type-C 100 Вт с DC5.0-4.0mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:11:06";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"28";"0";"740.00";"1111.00";;;;"0%"
"kkkp6893";"360547966";"705091162";"705091161";"2041512858626";"Переходник зарядки на Type-C 100 Вт с DC7.0-5.0mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:15:39";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"29";"0";"740.00";"1111.00";;;;"0%"
"kkkp6894";"360548130";"705090191";"705090188";"2041513045629";"Переходник зарядки на Type-C 100 Вт с DC4.8-1.7mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:16:02";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"29";"0";"740.00";"1111.00";;;;"0%"
"kkkp6895";"360548311";"705109067";"705109068";"2041513289627";"Переходник зарядки на Type-C 100 Вт с DC4.0-3.1mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:16:22";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"28";"0";"740.00";"1111.00";;;;"0%"
"kkkp6896";"360548727";"705085780";"705085779";"2041513425629";"Переходник зарядки на Type-C 100 Вт с DC5.5-1.7mm для ноутбуков Acer, Samsung, Asus, Toshiba, Lenovo, Dell, HP и тд";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:16:44";"Кабель питания";"'1.00";"'0.2";"0";"0";"0";"52";"0";"740.00";"1111.00";;;;"0%"
"p6903";"360554153";"705398501";"705398504";"2041514377620";"Держатель для проводов лягушка, фиолетовый";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:24:53";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"16";"0";"357.00";"510.00";;;;"0%"
"p49292";"360554666";"705101754";"705101755";"2041518920624";"Брелок со стразами Буква Q";"25";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:25:53";"Бижу держатель, брелок для сумки";"'0.03";"'0.0";"0";"0";"0";"7";"0";"357.00";"517.00";;;;"0%"
"p49294";"360554806";"705081413";"705081412";"2041520182621";"Брелок со стразами Буква U";"25";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:26:11";"Бижу держатель, брелок для сумки";"'0.03";"'0.0";"0";"0";"0";"5";"0";"357.00";"517.00";;;;"0%"
"p492979";"360554983";"705083961";"705083960";"2041520248624";"Брелок со стразами Буква Y";"25";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:26:27";"Бижу держатель, брелок для сумки";"'0.03";"'0.0";"0";"0";"0";"8";"0";"357.00";"517.00";;;;"0%"
"p6908";"360555161";"705378238";"705378239";"2041520154628";"Адаптер переходник Lightning для iPhone";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:27:05";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"18";"0";"370.00";"517.00";;;;"0%"
"p49297945";"360555459";"705086400";"705086402";"2041520283625";"Брелок со стразами Буква G";"25";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:27:22";"Бижу держатель, брелок для сумки";"'0.03";"'0.0";"0";"0";"0";"6";"0";"357.00";"517.00";;;;"0%"
"p49297940";"360555641";"705100922";"705100921";"2041520359627";"Брелок со стразами Буква W";"25";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:27:44";"Бижу держатель, брелок для сумки";"'0.03";"'0.0";"0";"0";"0";"2";"0";"357.00";"517.00";;;;"0%"
"p492979400";"360555736";"705158582";"705158584";"2041520395625";"Брелок со стразами Буква Z";"25";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:28:00";"Бижу держатель, брелок для сумки";"'0.03";"'0.0";"0";"0";"0";"3";"0";"357.00";"517.00";;;;"0%"
"p4929793";"360555931";"705277425";"705277424";"2041520463621";"Брелок со стразами Буква X";"25";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:28:15";"Бижу держатель, брелок для сумки";"'0.03";"'0.0";"0";"0";"0";"6";"0";"357.00";"517.00";;;;"0%"
"p492979351";"360556138";"705119268";"705119267";"2041520508629";"Брелок со стразами Буква J";"25";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:28:34";"Бижу держатель, брелок для сумки";"'0.03";"'0.0";"0";"0";"0";"4";"0";"357.00";"517.00";;;;"0%"
"p4929793509";"360556388";"705116161";"705116160";"2041521159622";"Брелок со стразами Буква I";"25";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-09-08 11:28:50";"Бижу держатель, брелок для сумки";"'0.03";"'0.0";"0";"0";"0";"0";"0";"357.00";"517.00";;;;"0%"
"p492924";"360556666";"705092324";"705092325";"2041521603620";"Брелок со стразами Буква R";"25";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-09-08 11:29:12";"Бижу держатель, брелок для сумки";"'0.03";"'0.0";"0";"0";"0";"0";"0";"357.00";"517.00";;;;"0%"
"p49091";"360556971";"705093462";"705093463";"2041521661620";"Брелок со стразами Буква H";"25";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:29:34";"Бижу держатель, брелок для сумки";"'0.03";"'0.0";"0";"0";"0";"4";"0";"357.00";"517.00";;;;"0%"
"p6954";"360560211";"705375929";"705375930";"2041523104620";"Держатель для проводов медвежонок, желтый";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:30:41";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"13";"0";"357.00";"510.00";;;;"0%"
"p695002";"360561870";"705375306";"705375305";"2041523221624";"Держатель для проводов медведица, розовый";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:31:17";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"17";"0";"357.00";"510.00";;;;"0%"
"p69213";"360563694";"705371637";"705371636";"2041523544624";"Держатель для проводов утка, желтый";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:32:09";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"16";"0";"357.00";"510.00";;;;"0%"
"p69219";"360564900";"705374840";"705374839";"2041523803622";"Держатель для проводов кролик, розовый";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:33:21";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"14";"0";"357.00";"510.00";;;;"0%"
"p692092";"360565095";"705472460";"705472461";"2041524850625";"Держатель для проводов бурундук, темно-коричневый";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:33:55";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"6";"0";"357.00";"510.00";;;;"0%"
"p69123";"360565638";"708633609";"708633610";"2041525240623";"Держатель для проводов пингвин, черный";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:34:37";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"3";"0";"357.00";"510.00";;;;"0%"
"p02321";"360565874";"705476402";"705476399";"2041525780624";"Держатель для проводов свинка, розовый";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:35:11";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"5";"0";"357.00";"510.00";;;;"0%"
"p0233913";"360566276";"705387850";"705387851";"2041526049621";"Держатель для проводов медведь в костюме крокодила";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:35:33";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"3";"0";"357.00";"510.00";;;;"0%"
"p0232312";"360566511";"705350855";"705350856";"2041526126629";"Держатель для проводов медведь в костюме свинки";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:35:58";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"3";"0";"357.00";"510.00";;;;"0%"
"kkkp8793";"360566910";"705114374";"705114373";"2041526563622";"Наклейки Пулевое Отверстие  для Стайлинга Автомобилей";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:36:17";"Наклейка декоративная-интерьерная";"'1.32";"'0.3";"0";"0";"0";"255";"0";"427.00";"510.00";;;;"0%"
"p6942";"360567453";"705352747";"705352746";"2041553265629";"Держатель для защиты кабеля мультяшная клубника";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:36:40";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"8";"0";"357.00";"502.00";;;;"0%"
"p6943";"360567585";"708635265";"708635266";"2041553591629";"Держатель для защиты кабеля мультяшная шоколадка";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:37:02";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"13";"0";"357.00";"502.00";;;;"0%"
"p6944";"360571628";"705498294";"705498293";"2041553730622";"Держатель для защиты кабеля мультяшный единорог";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:44:12";"Аксессуары к кабелям";"'4.90";"'1.0";"0";"0";"0";"3";"0";"357.00";"502.00";;;;"0%"
"p6945";"360573640";"705118997";"705118998";"2041553951621";"Брелок металлический Теннис, 11 см";"25";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:47:15";"Бижу держатель, брелок для сумки";"'0.12";"'0.1";"0";"0";"0";"5";"0";"357.00";"517.00";;;;"0%"
"p6590990";"360573885";"705126807";"705126808";"2041554753620";"Атласная пушистая бант-резинка, 2 шт (темно-синие)";"30";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:47:54";"Резинка для волос";"'1.00";"'0.2";"0";"0";"0";"17";"0";"359.00";"483.00";;;;"0%"
"p2912002";"360574220";"705134061";"705134062";"2041555989622";"Керамическая защитная пленка для Iphone 13 Mini на полный экран, черная";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:48:48";"Защитное стекло для смартфона";"'0.12";"'0.1";"0";"0";"0";"24";"0";"357.00";"517.00";;;;"0%"
"Wb7812344";"360574296";"705120880";"705120881";"2041557740627";"Глянцевая защитная плёнка для IPhone 12/12 Pro, черная";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 11:49:00";"Защитное стекло для смартфона";"'0.50";"'0.1";"0";"0";"0";"24";"0";"357.00";"525.00";;;;"0%"
"no12323";"360587021";"705140173";"705140174";"2041558057625";"Бутылка-термос для детей, 350 ml Лев";"5";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-09-08 12:05:48";"Термос";"'3.20";"'0.6";"0";"0";"0";"0";"0";"1102.00";"1653.00";;;;"0%"
"no12358";"360587125";"705338385";"705338387";"2041558816628";"Бутылка-термос для детей, 350 ml Кролик";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:06:03";"Термос";"'3.20";"'0.6";"0";"0";"0";"3";"0";"1102.00";"1653.00";;;;"0%"
"p48367";"360587457";"708643788";"708643787";;"Комплект защитных стекол для Realme 8 Pro, чёрный (3 шт)";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:06:22";"Защитное стекло для смартфона";"'0.25";"'0.1";"0";"0";"0";"28";"0";"372.00";"502.00";;;;"0%"
"Wb78123442";"360587544";"705159395";"705159396";"2041559190628";"Глянцевая защитная плёнка для IPhone 12 Pro Max, черная";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:06:36";"Защитное стекло для смартфона";"'0.50";"'0.1";"0";"0";"0";"25";"0";"357.00";"525.00";;;;"0%"
"p6953";"360588219";"705152545";"705152544";"2041559069627";"Весы электронные до 40 кг";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:07:16";"Весы кухонные механические";"'0.75";"'0.2";"0";"0";"0";"9";"0";"718.00";"1077.00";;;;"0%"
"p599852";"360589620";"705153728";"705153729";"2041560938622";"Защитное стекло Full Glue для Xiaomi Redmi Note 9T на полный экран, черное";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:07:41";"Защитное стекло для смартфона";"'0.12";"'0.1";"0";"0";"0";"10";"0";"357.00";"525.00";;;;"0%"
"p5998522";"360590237";"705150429";"705150428";"2041561163627";"Защитное стекло Full Glue для Xiaomi Mi11T на полный экран, черное";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:07:54";"Защитное стекло для смартфона";"'0.12";"'0.1";"0";"0";"0";"8";"0";"357.00";"525.00";;;;"0%"
"p481301";"360590394";"708632353";"708632352";;"Комплект защитных стекол для Realme 8 Pro, чёрный (25 шт)";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:08:10";"Защитное стекло для смартфона";"'0.25";"'0.1";"0";"0";"0";"2";"0";"1237.00";"1855.00";;;;"0%"
"p48766";"360590723";"708632315";"708632314";;"Комплект защитных стекол для Realme 8, чёрный (3 шт)";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:08:26";"Защитное стекло для смартфона";"'0.25";"'0.1";"0";"0";"0";"7";"0";"372.00";"502.00";;;;"0%"
"p48136";"360591077";"705402327";"705402326";;"Комплект защитных стекол для Realme 8, чёрный (25 шт)";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:08:40";"Защитное стекло для смартфона";"'0.25";"'0.1";"0";"0";"0";"1";"0";"1237.00";"1855.00";;;;"0%"
"p487231";"360591188";"705166284";"705166285";"2041561551622";"Комплект защитных стекол для Samsung Galaxy S21 FE, чёрный (3 шт)";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:08:57";"Защитное стекло для смартфона";"'0.25";"'0.1";"0";"0";"0";"21";"0";"372.00";"502.00";;;;"0%"
"p48136009";"360591330";"705153641";"705153640";"2041561562628";"Комплект защитных стекол для Samsung Galaxy S21 FE, чёрный (25 шт)";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:09:11";"Защитное стекло для смартфона";"'0.25";"'0.1";"0";"0";"0";"1";"0";"1237.00";"1855.00";;;;"0%"
"p48255";"360591467";"705157640";"705157639";"2041561712627";"Комплект защитных стекол для Samsung A23, чёрный (3 шт)";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:09:25";"Защитное стекло для смартфона";"'0.25";"'0.1";"0";"0";"0";"14";"0";"372.00";"502.00";;;;"0%"
"p481556";"360591604";"705159007";"705159010";"2041561717622";"Комплект защитных стекол для Samsung A23, чёрный (25 шт)";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:09:43";"Защитное стекло для смартфона";"'0.25";"'0.1";"0";"0";"0";"2";"0";"1237.00";"1855.00";;;;"0%"
"p48566";"360591754";"705158094";"705158093";"2041561739624";"Комплект защитных стекол для Samsung A33, чёрный (3 шт)";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:10:05";"Защитное стекло для смартфона";"'0.25";"'0.1";"0";"0";"0";"23";"0";"372.00";"502.00";;;;"0%"
"p4815564";"360591922";"705333285";"705333284";"2041561749623";"Комплект защитных стекол для Samsung A33, чёрный (25 шт)";"25";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:10:18";"Защитное стекло для смартфона";"'0.25";"'0.1";"0";"0";"0";"2";"0";"1237.00";"1855.00";;;;"0%"
"p6971";"360592643";"705601583";"705601582";"2041563409624";"Ручка-кнопка круглая Клён";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:10:59";"Ручка мебельная";"'0.12";"'0.1";"0";"0";"0";"7";"0";"399.00";"540.00";;;;"0%"
"p6972";"360593060";"705171475";"705171476";"2041563846627";"Хомуты червячные 70-90 мм, 5 шт";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:11:15";"Хомут, стяжка строительные";"'0.12";"'0.1";"0";"0";"0";"4";"0";"362.00";"487.00";;;;"0%"
"p69323";"360593403";"705178347";"705178348";"2041564485627";"Хомуты червячные 10-16 мм, 5 шт";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:11:31";"Хомут, стяжка строительные";"'0.12";"'0.1";"0";"0";"0";"4";"0";"357.00";"502.00";;;;"0%"
"p6932332";"360593780";"705158997";"705158998";"2041565126628";"Хомуты червячные 80-100 мм, 5 шт";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:11:47";"Хомут, стяжка строительные";"'0.12";"'0.1";"0";"0";"0";"4";"0";"367.00";"495.00";;;;"0%"
"p6932336";"360593991";"705157694";"705157693";"2041565244629";"Хомуты червячные 9-13 мм, 5 шт";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:11:59";"Хомут, стяжка строительные";"'0.12";"'0.1";"0";"0";"0";"3";"0";"357.00";"510.00";;;;"0%"
"p693223";"360594266";"705441652";"705441653";"2041565385629";"Хомуты червячные 25-40 мм, 5 шт";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:12:11";"Хомут, стяжка строительные";"'4.90";"'1.0";"0";"0";"0";"3";"0";"357.00";"525.00";;;;"0%"
"p69332";"360607290";"705167612";"705167611";"2041590325621";"Хомуты червячные 12-20 мм, 5 шт";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:18:09";"Хомут, стяжка строительные";"'0.12";"'0.1";"0";"0";"0";"4";"0";"357.00";"507.00";;;;"0%"
"p693367";"360607490";"705168363";"705168364";"2041590384628";"Хомуты червячные 20-32 мм, 5 шт";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:18:21";"Хомут, стяжка строительные";"'0.12";"'0.1";"0";"0";"0";"3";"0";"357.00";"525.00";;;;"0%"
"p6930912";"360607869";"705169887";"705169886";"2041590468625";"Хомуты червячные 8-12 мм, 5 шт";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:18:50";"Хомут, стяжка строительные";"'0.12";"'0.1";"0";"0";"0";"21";"0";"357.00";"510.00";;;;"0%"
"p62321";"360607898";"705168894";"705168893";"2041590614626";"Хомуты червячные 16-27 мм, 5 шт";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:19:00";"Хомут, стяжка строительные";"'0.12";"'0.1";"0";"0";"0";"3";"0";"357.00";"525.00";;;;"0%"
"p63421";"360607981";"705199324";"705199323";"2041594037629";"Чехол-книжка для iPhone 12/12 Pro (6.1), золотисто-розовый";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:19:11";"Чехол для смартфона";"'0.12";"'0.1";"0";"0";"0";"1";"0";"409.00";"555.00";;;;"0%"
"p6342100";"360608047";"705175708";"705175707";"2041594377626";"Чехол-книжка для iPhone 12/12 Pro (6.1), красный";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:19:20";"Чехол для смартфона";"'0.12";"'0.1";"0";"0";"0";"5";"0";"409.00";"555.00";;;;"0%"
"p6992";"360608958";"705174029";"705174028";"2041595204624";"Мячи для настольного тенниса 6шт";"0";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-08 12:20:55";"Мяч для настольного тенниса";"'0.75";"'0.2";"0";"0";"0";"6";"0";"756.00";"1134.00";;;;"0%"
